ITEM_CODE,ITEM_NAME,PHYSICAL_QTY,PRICE,"DIFF QTY","DIFF VALUE",DEPT,GROUPS,SUBGROUPS
95659,"AMALFI  HAND SOAP BERRIES  500ML  12",,25.99,-3,-77.97,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
95661,"AMALFI  HAND SOAP  LOVE 500ML  12",,25.99,-4,-103.96,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
95692,"ODEX BLEACH  LEMON 4L  4",,93.99,-1,-93.99,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
93778,"KENWOOD KETTLE 1.7L 2200W SS SIL ZJM01.A0BK",,599,-8,-4792,"ELECTRICAL APPLIANCES",KETTLE,"STAINLESS STEEL KETTLE"
97664,"MJ-S  MAYONNAISE 510ML   12",,46.99,-11,-516.89,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
97745,"BINATONE RICE COOKER 2.8L RCSG 2805",,979,-2,-1958,"ELECTRICAL APPLIANCES","RICE/ MULTI COOKER","POT TYPE RICE COOKER"
97968,"SATNAM INSECT REPELLENT LAVENDER 141.7GM  48",,18.99,-41,-778.59,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
99647,"PRINCESS ROLL ON LILAC 50ML  6",,9.99,-32,-319.68,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
99664,"STYLE UP ROLL ON FRESH 50ML  6",,9.99,-48,-479.52,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
96074,"NASCO CHEST FREEZER SD 200L NAS-250FL",,3149,-1,-3149,"ELECTRICAL APPLIANCES",FREEZER,"SINGLE DOOR FREEZER"
96107,"NIVEA SHOWER GEL DEEP 500ML  12 (200585)",,139.99,-10,-1399.9,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
94241,"MADAR RENZO M/PURPOSE LEMON LIQUID SOAP 750ML  12",,24.99,-9,-224.91,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
94242,"MADAR DETERGENT POWDER 800G   10",,31.49,-7,-220.43,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
94243,"MADAR DETERGENT POWDER 400G  12",,16.99,-13,-220.87,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
94271,"DRESSING MIRROR WOOD 150X40 003",,329,-1,-329,"HOME DECOR & TEXTILES","HOME DECOR","WallANDTable Decor"
96181,"PAPILION BABY COTTON BUDS 60PCS   144",,15.99,-24,-383.76,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
99915,"WINDOW SHADE YE3 180X200 SILVER",,549,-2,-1098,"HOME DECOR & TEXTILES",BLINDS,"1.8 mtrs"
94346,"LELE GINGER FLAVOR TEA 37.5G  25X12",,17.99,-7,-125.93,SUPERMARKET,BEVERAGES,TEA
94430,"LELE KETCHUP 340G   24",,13.99,-13,-181.87,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
96430,"NIDO ESSENTIA 23G 10PCS X 12",,46.49,-15,-697.35,SUPERMARKET,"FOOD CUPBOARD","DRINKING POWDER"
98155,"VERNA MINERAL WATER  750ML 16",,1.89,-66,-124.74,SUPERMARKET,BEVERAGES,"MINERAL WATER"
96432,"MILO ACTIV-GO 20G  10PCS X 30",,24.99,-31,-774.69,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
96434,"MILO ALL IN ONE NUTRI-MIX 37G 10PCS X 20",,44.99,-17,-764.83,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
A973,"KASAPREKO CARNIVAL STRAWBERRY 750ML 12",,44.99,-7,-314.93,SUPERMARKET,"BEVERAGES ALCOHOLIC",LIQUER
94851,"NIVEA Q10+VITAMIN C FIRMING LOTION 400ML  12",,99.99,-13,-1299.87,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
98449,"MCBERRY LONDON OAT CHOCOCHIPS 70G  36",,5.99,-2,-11.98,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
02391,"PRINGLES POTATO CHIPS ORIGINAL 165G X 19",,44.99,-7,-314.93,SUPERMARKET,"FOOD CUPBOARD",SNACKS
00522,"AKAI AVR 3KVA AVR006A - 3000VA",,1499,-2,-2998,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
00529,"AKAI AVR 5KVA  AVR004A - 5000VA",,1699,-1,-1699,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
05124,"AKAI LED LIGHT RECHARGEABLE LS006RA-9100/LS026A",,299,-16,-4784,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"TORCH/ LANTERN"
04641,"SERVING BOWL MELAMINE 8 INCHES ZHN C09885",,12.9,-35,-451.5,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
08026,"OMO AUTO WASH  2KG  9",,172.99,-8,-1383.92,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
06432,"PINK COCKTAIL SPARKLING WINE 750 ML 12",,49.99,-12,-599.88,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
06968,"KASAPREKO LIME CORDIAL 750ML 12",,29.99,-15,-449.85,SUPERMARKET,"BEVERAGES ALCOHOLIC",LIQUER
06969,"KASAPREKO TONIC WINE 750ML 12",,29.99,-18,-539.82,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
09226,"ALWAYS EXTRA LONG ULTRA THIN 7PADS X 16",,22.99,-22,-505.78,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
08770,"COUNTRE MILK CHOCOLATE 500ML 18",,35.99,-1,-35.99,SUPERMARKET,BEVERAGES,DRINKS
08833,"FAULTLESS SPRAY STARCH MT.LAVENDER 567G 12",,59.99,-8,-479.92,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
09134,"TASTY TOM TOMATO PASTE 2200G 6",,82.99,-3,-248.97,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
08353,"VITAMILK DOUBLE  CHOCO SHAKE SOYMILK 300ML 24",,16.99,-24,-407.76,SUPERMARKET,BEVERAGES,DRINKS
100657,"MASTERCHEF SKIMMER BLACK NYLON MC14309F RJK",,14.9,-13,-193.7,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
100031,"NANA-S RICE LONG GRAIN RICE 5% BROKENNESS 4.5KG 5",,140.99,-6,-845.94,SUPERMARKET,"FOOD CUPBOARD","RAW RICE"
100048,"DOVE BABY WIPES RICH MOISTURE 50S  12",,29.99,-8,-239.92,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
100140,"SOUP BOWL 2PCS SET  CERAMIC T103022",,219,-3,-657,"HOUSEWARE & KITCHENWARE",DINNERWARE,BOWLS
100506,"LONG MOUNTAIN NATURAL SWEET RED WINE 750ML 6",,65.99,-6,-395.94,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
101013,"CURTAIN POLYESTER 52X84  WHANGER BLK95",,129,-21,-2709,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
101019,"CURTAIN POLYESTER 52X84"" W/HANGER ZGB101",,159,-12,-1908,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
100796,"ZOMBA GREEN COCKTAIL 0% ALC 750ML 6",,42.49,-28,-1189.72,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
100813,"DINNER KNIFE 6 PCS T-01KN",,9.9,-49,-485.1,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
101902,"MATA MIXED VEGETABLES IN BRINE E/O 400G  24",,17.49,-11,-192.39,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
10286,"S/S CHAMPAGNE BUCKET SS091",,19.9,-13,-258.7,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","ICE BUCKETS"
102864,"BATHROOM CORNER SHELF W/HOLDER PLASTIC L-00289",,89,-2,-178,"HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
102276,"PEPSODENT TOOTHPASTE CHARCOAL WHITE  130G  72",,24.49,-61,-1493.89,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
102311,"PEAK MILK POWDER  GREEN SACHET 350G 6",,47.99,-6,-287.94,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
102315,"TOILET BRUSH P-8038",,14.9,-7,-104.3,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
102951,"FRES LIQUID SOAP COCOA  350ML  24",,17.99,-8,-143.92,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103051,"DAY BY DAY SHOWER GEL HONEY 750ML  12",,31.99,-1,-31.99,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
104329,"COOKWARE SET 7PCS PALU CROWNSTAR RJK MC6428",,749,-2,-1498,"HOUSEWARE & KITCHENWARE",COOKWARE,"COOKWARE SET"
103897,"IRONING BOARD 33X110 214",,349,-1,-349,"HOUSEWARE & KITCHENWARE",LAUNDARY,"IRONING BOARDS"
104670,"ORAL B JUNIOR TB STAR WARS (6-12) YEARS   96",,55.99,-76,-4255.24,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
104671,"ORAL B KID TB PRINCESS (3-5 YEARS)   96",,44.99,-66,-2969.34,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
104785,"MCVITIES HOBNOBS OATY BISCUITS 78G  24",,11.99,-12,-143.88,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
104804,"NERO NATURAL MINERAL WATER 500ML 16",,1.69,-32,-54.08,SUPERMARKET,BEVERAGES,"MINERAL WATER"
104877,"COLGATE HERBAL TOOTHPASTE VALUE PACK  230G  48",,25.99,-27,-701.73,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
104961,"ROMAR WASHING LIQUID MARSEILLE SOAP 3L  4",,132.99,-4,-531.96,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
104962,"ROMAR WASHING GEL COLOR CLOTHE 3L  4",,136.99,-1,-136.99,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
107115,"TELON GREEN TEA&MINT  60G  12",,29.99,-7,-209.93,SUPERMARKET,BEVERAGES,TEA
106811,"SHINE GARBAGE BAGS 40L  ( 30)   12",,35.99,-4,-143.96,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
106812,"SHINE GARBAGE BAGS 60L  ( 30)   12",,49.99,-13,-649.87,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
106821,"SHINE PAPER PLATE RECTANGULAR 18 X14CM (25PCS)  20",,19.99,-15,-299.85,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
106894,"PARLE GINGER SNAP COOKIES 24G  72",,1.09,-78,-85.02,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
10759,"KELLOGGS FROSTIES 414G  10",,69.99,-16,-1119.84,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
107785,"GREEN WORLD  EXTRA KILLER INSECTICIDE 750ML  12",,64.99,-8,-519.92,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
115802,"DZIRE GAS STOVE 2B GLASS TGGP2B-BW2201",,449,-1,-449,"GAS COOKER & ACCESSORIES","GAS COOKER","TABLE TOP GAS STOVE"
115826,"PAPILION LIQUID SOAP ORANGE 400ML  12",,21.99,-12,-263.88,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
118578,"DOMESTOS POWER 5 TOILET BLOCKS PINK MAGNOLIA 55G 9",,29.99,-2,-59.98,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
115426,"MRS BECTORS GOLDEN BYTES CASHEW COOKIES 76G 48",,7.99,-15,-119.85,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
116468,"CLOSEUP REDHOT EVERFRESH TOOTHPASTE 140G  72",,19.99,-46,-919.54,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
116471,"CLOSEUP REDHOT EVERFRESH TOOTHPASTE 60G  72",,9.49,-59,-559.91,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
116480,"NANA MILK PLAIN YOGHURT 500G  1",,23.99,-2,-47.98,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
117078,"VOLTPLUS MULTI ADAPTOR 13A W/USB SLOT VP-AD13AU",,79,-10,-790,"ELECTRICAL APPLIANCES",ELECTRICALS,"ELE ACCESSORIES"
118157,"TUB BASIN 95LTR PLASTIC 02020400",,32.9,-13,-427.7,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
112506,"HANGER SET 10PCS 405CM PLASTIC LMS207 RJK",,39.9,-14,-558.6,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
109277,"MOMEASY BABY SPOON 2PC SET SS 45340",,18.9,-8,-151.2,"TOYS AND ENTERTAINMENT",INFANTS,FEEDING
114229,"BLING ANTISEPTIC PLUS 500ML  24",,25.49,-6,-152.94,SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
110882,"NATURAL FIELDS PURE HONEY 650G  12",,55.99,-12,-671.88,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
114635,"JAR 750CC DOUBLE BOTTOM FIESTA M-342",,9.9,-1,-9.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
109790,"INDOMIE TASTY CHICKEN NOODLES 70G 44",,5.49,-30,-164.7,SUPERMARKET,"FOOD CUPBOARD","NOODLES AND SOUP"
113209,"BROOM WHANDLE BLUE PINK PLASTIC BT167215/867",,39.9,-3,-119.7,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
113213,"BROOM WHANDLE GREEN FLAT PLASTIC 1652E",,49.9,-2,-99.8,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
108214,"LITORAL WHITE WINE 750ML 12",,82.99,-3,-248.97,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
109866,"COPY COLOUR BOOKS",,12.99,-16,-207.84,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
113454,"WATER BOTTLE 800ML PINEAPPLE SHAPE PLASTIC L00758",,19.9,-8,-159.2,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
113461,"BLING MAGIC LEMON MULTIPURPOSE LIQUID 750ML   12",,15.99,-12,-191.88,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
108602,"CURTAIN 52X84"" W/8GROMMET BLACKOUT DESIGN 5",,129,-7,-903,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
110144,"BLUE BAND SPREAD FOR  BREAD 12G 10 X 25",,9.49,-32,-303.68,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
112083,"KIVO TOMATO MIX SUP 1KG  12",,32.99,-11,-362.89,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
112454,"CEREAL CONTAINER NO.1 1425ML PLASTIC L5111-DM",,4.9,-1,-4.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
122731,"UNIMAX TRIO BALLPEN BLUE 1.0MM FBTIOBL55",,3.99,-18,-71.82,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
124052,"HOOK DAISY 6X1 PLASTIC BG-256",,9.9,-2,-19.8,"HOUSEWARE & KITCHENWARE",LAUNDARY,HOOKS
124060,"FOOTBALL KIDS SIZE-2 MIX DESIGN",,32.9,-1,-32.9,"TOYS AND ENTERTAINMENT","SPORTS AND GAMES","FOOT BALL"
124072,"MOP&BUCKET SET PAREX TWISTER PLASTIC 2107358-2",,299,-1,-299,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","MOPPING AND WIPING"
124075,"MOP&BUCKET SET PLASTIC 1909197",,249,-1,-249,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","MOPPING AND WIPING"
125177,"NASCO AC SPLIT 2HP R410 NAS-M18N1-MIRROR",,8799,-1,-8799,"ELECTRICAL APPLIANCES","AIR CONDITIONING","SPLIT AC"
124096,"TOILET BRUSH 1909992",,44.9,-9,-404.1,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
124119,"CLEANING CLOTH MICROFIBRE 4PCS SET 1909447",,59,-2,-118,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","CLEANING CLOTHES"
125196,"PLATINUM SUNFLOWER OIL  4.5L  4",,199.99,-10,-1999.9,SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
122876,"SERVING BOWL MELAMINE 9 INCHES FEILU 74295",,14.9,-4,-59.6,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
125258,"SAIRO FAMILY SHOWER GEL SPA 750ML  12",,29.99,-9,-269.91,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
122227,"AIRPRO AIRFRSHNER GEL  TUTTI FRUTTI MANIA 128G  24",,24.99,-11,-274.89,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
122268,"LAV STEMWARE 6PCS SET LVVEN541F",,99,-4,-396,"HOUSEWARE & KITCHENWARE",GLASSWARE,"GLASS / TUMBLER /WINE / CHAMPAGNE"
120648,"JK A4 PAPER 80 GSM",,79.99,-11,-879.89,STATIONERY,"OFFICE STATIONERY",PAPER
119478,"WESTINGHOUSE DISH RACK WCKM0086",,129,-12,-1548,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"DISH RACKS"
120718,"EVIAN WATER SPORTS CAP 750ML  12",,24.99,1,24.99,SUPERMARKET,BEVERAGES,"MINERAL WATER"
119593,"FARAGELLO GOLD  GUAVA NECTAR BOTTLE 250ML 24",,11.99,-9,-107.91,SUPERMARKET,BEVERAGES,JUICE
120808,"JAMAA DETERGENT 850G  10",,24.99,1,24.99,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
120917,"PEACOCK THAI RICE 5KG  5",,209.99,-8,-1679.92,SUPERMARKET,"FOOD CUPBOARD","RAW RICE"
119651,"MUTLU CAVATAPPI  MACARONI 400G  20",,11.99,-8,-95.92,SUPERMARKET,"FOOD CUPBOARD","NOODLES AND SOUP"
119654,"KIVO PEPPER POWDER 400G  12",,43.99,-14,-615.86,SUPERMARKET,"FOOD CUPBOARD","SPICES AND HERBS"
118617,"COFFEE TEA CUP 6PCS SET GLASS 290ML G25006 LTREND",,32.9,-9,-296.1,"HOUSEWARE & KITCHENWARE",DINNERWARE,"TEA AND COFFEE SETS"
119793,"SABA MULTIPURPOSE LIQUID 400ML  12",,14.49,-12,-173.88,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
121457,"OBA SUNFLOWER OIL 5L X 4",,244.99,-4,-979.96,SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
120167,"EVEREADY LED PLASTIC TORCH LIGHT 2AA",,26,-2,-52,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"TORCH/ LANTERN"
131045,"BREF WC BLOCK POWERACTIVE OCEAN DUO 10",,65.99,-7,-461.93,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
132291,"ICE BOX COMBO SET 4PCS 3623C7",,1199,-1,-1199,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","ICE CHEST AND COOLERS"
129589,"FARAGELLO GOLD PINEAPPLE NECTAR TETRAPACK 250ML 27",,7.99,-13,-103.87,SUPERMARKET,BEVERAGES,JUICE
129598,"WINE BOTTLE OPENER YWU",,4.9,-11,-53.9,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
131392,"LISTERINE TOTAL CARE MOUTHWASH 250ML  6",,49.99,-5,-249.95,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
129815,"ROPE NYLON 3MMX20M REDBLUEWHITE YWU",,2.9,-51,-147.9,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH LINE/ STRING"
131544,"YOGA VANILLA  YOGHURT 330ML 1",,19.99,-3,-59.97,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
132712,"DZIRE HOT PLATE SINGLE 1000W HAND HPSSH1000-8100AS",,185,-9,-1665,"ELECTRICAL APPLIANCES","HOTPLATE  BBQ  GRILL","HOT PLATE"
132027,"DINNER SPOON 6PCS 21CM 45G DYC1 YWU",,34.9,-17,-593.3,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
129135,"TOY FLASHING TOP KIDZ 66000",,19.9,-15,-298.5,"TOYS AND ENTERTAINMENT","BACKYARD PLAY","CATCHER AND SLING SHOTS"
125293,"AIRPRO HANGIN BOTTLE A/F INVISI/ INVICTUS 10ML 12",,35.99,-8,-287.92,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
126204,"AIRPRO HANGING BOTTLE A/FRESHNER ARMANI SI 10ML 12",,35.99,-12,-431.88,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
126212,"AIRPRO  MINI CLIP AIRREFRSHENER CITRUS 2.5ML 6",,20.49,-7,-143.43,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
126229,"AIRPRO AIRREFRSHENER UFO MEMBRANE S/BERRY 6.5ML 24",,29.99,-1,-29.99,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
128779,"HIGHLIGHTER MINI 12YRS+ LUXOR 4PCS 4000/4BC",,11.9,-5,-59.5,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
127555,"DZIRE WASHING MACHINE TT 7.2 KG WMTT72-8006S",,2639,-1,-2639,"ELECTRICAL APPLIANCES","WASHING MACHINE","TWIN TUB WM"
127680,"GEISHA BLACK SOAP 180G  36",,17.99,-29,-521.71,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
127739,"PAPER CUP DOLLIES MIX COLOUR 1000PCS 95CM YWU",,9.9,-11,-108.9,"HOUSEWARE & KITCHENWARE",BAKEWARE,MOULDS
127755,"PAPER BOX CAKE DOUBLE TIER 12 335X335X28CM YWU",,39.9,-20,-798,"HOUSEWARE & KITCHENWARE",BAKEWARE,MOULDS
126471,"JUVER DISFRUTA  APPLE DRINK 330ML 18",,14.49,-5,-72.45,SUPERMARKET,BEVERAGES,JUICE
127757,"PAPER BOX CAKE DOUBLE TIER 14 385X385X28CM YWU",,59,-20,-1180,"HOUSEWARE & KITCHENWARE",BAKEWARE,MOULDS
125785,"PIYA SWEETENED CONDENSED MILK 1KG 24",,43.99,-15,-659.85,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
125869,"POPIZZ SPARKLING DRINK APPLE 750ML  6",,49.99,-6,-299.94,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
125870,"POPIZZ SPARKLING DRINK PINK 750ML  6",,49.99,-11,-549.89,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
128146,"AKAI MICROWAVE OVEN 30L GRILL MW074A-030MS",,1999,-1,-1999,"ELECTRICAL APPLIANCES",MICROWAVE,"GRILL MICROWAVE"
142207,"FOUR SPECIAL CHOCOLATE FLAV. RED WINE 750ML 6",,56.99,-16,-911.84,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
138596,"HAYHAY 30G  X 24 X 8 BOXES COCONUT 192",,5.19,-63,-326.97,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
138921,"GEISHA ROSE  HONEY SOAP 250G  36",,18.99,-16,-303.84,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
138924,"GEISHA COCONUT MILK  HONEY V1 180G   36",,15.49,-38,-588.62,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
138928,"GEISHA ROSE & HONEY V1 180G  36",,15.49,-13,-201.37,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
141423,"LADDLE PEARL 13  59047",,16.9,-6,-101.4,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
141434,"LADDLE PIPE HANDLE 9  59053",,9.9,-5,-49.5,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
138235,"ROSSWOOD PREM ROASTED CASHEW NUTS SPICED 168G  24",,60.99,-8,-487.92,SUPERMARKET,"FOOD CUPBOARD",SNACKS
140591,"SAVERBOX STRAWBERRY PLASTIC L-00867",,14.9,1,14.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
135892,"FABER CASTELL PENCIL HB 7420 BLACK 12PC SET 510992",,15.9,-2,-31.8,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
134780,"DISH RACK WTRAY 55X41X19CM PP50509",,109,-5,-545,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"DISH RACKS"
133972,"BEL ICE ALC. LEMON FLAVOURED DRINK 5.5% 330ML 24",,8.49,-24,-203.76,SUPERMARKET,"BEVERAGES ALCOHOLIC",CIDER
133985,"WATER BOTTLE 500ML KL11451",,45,-11,-495,STATIONERY,"SCHOOL AND CHILDREN STATIONERY","SCHOOL WATER BOTTLES"
134091,"SANITA EASY LOCK  STORAGE BAG LARGE 20X25",,22.99,-19,-436.81,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
134095,"PRIVATE X-THIN NIGHT ECO 14X9",,23.99,-9,-215.91,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
135070,"DECAKILA KETTLE 1.7L 2200W PLASTIC KEKT027W",,149,-5,-745,"ELECTRICAL APPLIANCES",KETTLE,"PLASTIC KETTLE"
133382,"PARLE SIMPLY GOOD CRACKER ORIGINAL 24G  72",,1.09,-71,-77.39,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
134328,"FRESHDAYS LONG SCENTED 24 X 12",,34.99,-4,-139.96,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
134437,"KRACKS CHIPS PAPRIKA 160G  14",,42.99,-3,-128.97,SUPERMARKET,"FOOD CUPBOARD",SNACKS
135409,"DINNER PLATE 105 WHITE 105DPGGK RJK",,16.9,-36,-608.4,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
14826,"DEVA SOFTENER FLORAL 2L   6",,83.99,-2,-167.98,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
149286,"CERES NECTAR TROP BLAST JUICE  DRINK  1L 12",,34.99,-4,-139.96,SUPERMARKET,BEVERAGES,JUICE
148383,"LAUNDRY BASKET WSHELF SET IRON 3TIER F10014 RJK",,469,-1,-469,"HOUSEWARE & KITCHENWARE",LAUNDARY,"LAUNDARY BASKET"
147574,"MOMEASY TODDLER TOILET TRAINING SEAT 46807",,99,-3,-297,"TOYS AND ENTERTAINMENT",INFANTS,"BABY GENERAL CARE"
148442,"MUG 350ML CERAMIC GGK YWU",,19.9,-34,-676.6,"HOUSEWARE & KITCHENWARE",DINNERWARE,MUGS
147617,"PERK MILK SHORTCAKE 38G 48",,2.39,-47,-112.33,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
